train_info_sum_performance,eval_info_sum_performance,eval_info_sum_normalized_performance,train_info_avarage_normalized_performance,train_info_sum_neg_fixation_dist,train_info_final_neg_fixation_dist,eval_info_sum_neg_fixation_dist,num_steps,train_info_final_performance,eval_test_rewards,eval_info_avarage_neg_group_dist,train_test_rewards,train_info_avarage_neg_group_dist,train_test_episodes,eval_info_final_neg_group_dist,eval_info_final_neg_fixation_dist,observation_loss,eval_info_avarage_neg_fixation_dist,eval_info_final_performance,eval_info_final_normalized_performance,eval_info_avarage_normalized_performance,train_info_sum_normalized_performance,eval_info_avarage_performance,reward_loss,train_info_avarage_neg_fixation_dist,train_info_avarage_performance,eval_test_episodes,num_episodes,train_info_final_neg_group_dist,train_info_sum_neg_group_dist,train_info_final_normalized_performance,eval_info_sum_neg_group_dist,kl_loss,train_rewards
-35.524254,-35.27364,-0.981889,-0.016993504,-20.833473,-0.21258117,-20.475075,1391,-0.3564238,-35.27364061507914,-0.107035495,-35.52425368792481,-0.105240844,9,-0.103473134,-0.20889746,1718.704298095703,-0.20475078,-0.3541501,-0.013866021,-0.00981889,-1.6993506,-0.3527364,0.0036535676958737895,-0.20833474,-0.35524255,18,14,-0.101326376,-10.524084,-0.020375216,-10.703548,3.0,-35.778125183698194
,,,,,,,2282,,,,,,,,,410.5533540344238,,,,,,,0.0010190990898991004,,,,23,,,,,3.2356194829940796,-35.30295700099733
,,,,,,,3173,,,,,,,,,199.42728912353516,,,,,,,0.0006424566771602258,,,,32,,,,,4.032215371131897,-36.15198623695307
,,,,,,,4064,,,,,,,,,141.0503247833252,,,,,,,0.0005661997044808232,,,,41,,,,,3.57782187461853,-35.78504865037071
,,,,,,,4955,,,,,,,,,115.55526237487793,,,,,,,0.0003607834594731685,,,,50,,,,,3.572191791534424,-35.547642831256
,,,,,,,5846,,,,,,,,,101.0846083831787,,,,,,,0.00022166940179886297,,,,59,,,,,3.603406319618225,-35.61773445813193
,,,,,,,6737,,,,,,,,,92.4673323059082,,,,,,,0.000177568568760762,,,,68,,,,,3.542271637916565,-34.68743916890687
,,,,,,,7628,,,,,,,,,85.61126937866212,,,,,,,0.00015127051476156338,,,,77,,,,,3.570486800670624,-35.56056949918469
,,,,,,,8519,,,,,,,,,81.56329132080079,,,,,,,0.00013889582100091503,,,,86,,,,,3.56322674036026,-35.3233058123125
,,,,,,,9410,,,,,,,,,77.51524559020996,,,,,,,0.00012125989735068288,,,,95,,,,,3.585341272354126,-34.885744311246604
-34.60255,-33.906223,2.9327748,0.009393217,-20.618486,-0.21036492,-20.393293,10301,-0.34709084,-33.906223414258825,-0.0943427,-34.60254868732558,-0.098603636,27,-0.089367256,-0.20836401,73.00667915344238,-0.20393296,-0.3394041,0.028349128,0.029327746,0.9393222,-0.3390622,9.869421541225165e-05,-0.20618486,-0.3460255,36,104,-0.09465288,-9.860364,0.006343397,-9.43427,3.5814456295967103,-35.584262207812735
,,,,,,,11192,,,,,,,,,71.1886374282837,,,,,,,9.033368103700923e-05,,,,113,,,,,3.5767166209220886,-35.6712670567135
,,,,,,,12083,,,,,,,,,69.26329162597656,,,,,,,8.762815799855162e-05,,,,122,,,,,3.572338147163391,-36.12999029623137
,,,,,,,12974,,,,,,,,,67.80232662200928,,,,,,,9.019158926093951e-05,,,,131,,,,,3.5509922909736633,-34.794915223038856
,,,,,,,13865,,,,,,,,,65.33856117248536,,,,,,,7.646118549018865e-05,,,,140,,,,,3.5401308798789977,-34.9457608319819
,,,,,,,14756,,,,,,,,,64.00861042022706,,,,,,,7.835031876311404e-05,,,,149,,,,,3.515803668498993,-35.09350263782673
,,,,,,,15647,,,,,,,,,62.557079772949216,,,,,,,7.658463870029664e-05,,,,158,,,,,3.515673837661743,-35.50622803519169
,,,,,,,16538,,,,,,,,,61.17411594390869,,,,,,,8.551742241252213e-05,,,,167,,,,,3.5280762624740603,-35.64699176574746
,,,,,,,17429,,,,,,,,,60.65937572479248,,,,,,,8.240784191002604e-05,,,,176,,,,,3.6078004026412964,-34.83597361991803
,,,,,,,18320,,,,,,,,,59.10575550079346,,,,,,,7.847832770494279e-05,,,,185,,,,,3.6840444684028624,-34.438782306760544
-34.890297,-33.497425,4.103088,0.0011556265,-20.420418,-0.2083701,-20.675585,19211,-0.3513075,-33.49742506667971,-0.08686723,-34.89029415307774,-0.10385796,45,-0.080890484,-0.21099451,57.69663791656494,-0.20675585,-0.3340839,0.04357983,0.041030876,0.11556265,-0.33497423,8.466168510494754e-05,-0.20420416,-0.34890294,54,194,-0.101263374,-10.385796,-0.0057281824,-8.686723,3.7346294832229616,-35.224408000624834
,,,,,,,20102,,,,,,,,,56.38389411926269,,,,,,,8.227456062741112e-05,,,,203,,,,,3.7534468817710875,-33.99585854527024
,,,,,,,20993,,,,,,,,,60.8335680770874,,,,,,,8.022121051908471e-05,,,,212,,,,,3.7724491262435915,-35.546071445941934
,,,,,,,21884,,,,,,,,,58.779261627197265,,,,,,,0.00010197907460678834,,,,221,,,,,3.844492950439453,-35.124281720651524
,,,,,,,22775,,,,,,,,,52.86125747680664,,,,,,,7.592496178403962e-05,,,,230,,,,,3.7802678656578066,-34.84336120370361
,,,,,,,23666,,,,,,,,,52.12218822479248,,,,,,,7.476879054593155e-05,,,,239,,,,,3.8028669357299805,-35.153148861477774
,,,,,,,24557,,,,,,,,,52.5499382019043,,,,,,,7.582830774481408e-05,,,,248,,,,,3.8114046669006347,-37.80763368018799
,,,,,,,25448,,,,,,,,,51.492376556396486,,,,,,,8.476780316414078e-05,,,,257,,,,,3.8146754097938538,-34.729505535297925
,,,,,,,26339,,,,,,,,,50.58745136260986,,,,,,,8.273886782262707e-05,,,,266,,,,,3.798799135684967,-33.926806920684044
,,,,,,,27230,,,,,,,,,51.56276321411133,,,,,,,7.717343774856999e-05,,,,275,,,,,3.8135368466377257,-35.77352673312029
-35.224194,-36.767685,-5.25905,-0.008403206,-20.499542,-0.20909172,-20.721615,28121,-0.35342288,-36.76768018744059,-0.11901741,-35.2241902332339,-0.106247425,63,-0.11515101,-0.21160549,48.85165813446045,-0.20721616,-0.36907756,-0.05660071,-0.0525905,-0.8403208,-0.3676768,7.195120324468007e-05,-0.20499541,-0.3522419,72,284,-0.10251282,-10.6247425,-0.011784096,-11.901742,3.823550333976746,-34.52685642010636
,,,,,,,29012,,,,,,,,,49.70010196685791,,,,,,,7.352314205490983e-05,,,,293,,,,,3.819468493461609,-37.07625181625287
,,,,,,,29903,,,,,,,,,48.24614463806152,,,,,,,7.668483965971972e-05,,,,302,,,,,3.8346651124954225,-36.30645489063529
,,,,,,,30794,,,,,,,,,48.31385372161865,,,,,,,7.675723860302241e-05,,,,311,,,,,3.8551530957221987,-34.02163651718033
,,,,,,,31685,,,,,,,,,48.18112957000732,,,,,,,7.248843830893747e-05,,,,320,,,,,3.8683712387084963,-36.35041402561797
,,,,,,,32576,,,,,,,,,53.186682052612305,,,,,,,8.7963984842645e-05,,,,329,,,,,3.942095582485199,-34.70010638899274
,,,,,,,33467,,,,,,,,,50.74683513641357,,,,,,,0.0001002899777449784,,,,338,,,,,3.947172682285309,-35.07691644554337
,,,,,,,34358,,,,,,,,,46.57464881896973,,,,,,,7.196569844381883e-05,,,,347,,,,,3.8896344256401063,-35.56614955953425
,,,,,,,35249,,,,,,,,,46.05095966339111,,,,,,,6.972832245082827e-05,,,,356,,,,,3.879878978729248,-36.39299402460456
,,,,,,,36140,,,,,,,,,46.891151123046875,,,,,,,7.127714648959227e-05,,,,365,,,,,3.9112974643707275,-34.76205398382412
-36.36396,-35.113174,-0.5225081,-0.04103281,-20.664448,-0.2113563,-20.555876,37031,-0.36750045,-35.11317681761251,-0.10446124,-36.363963423752125,-0.11566627,81,-0.10078052,-0.20967647,45.87656757354736,-0.20555878,-0.35239232,-0.008833748,-0.005225081,-4.103281,-0.35113177,6.91273848497076e-05,-0.20664448,-0.36363962,90,374,-0.1138729,-11.566627,-0.052085623,-10.446123,3.913715832233429,-35.474125772300695
,,,,,,,37922,,,,,,,,,46.27239654541015,,,,,,,6.97554934231448e-05,,,,383,,,,,3.920435574054718,-36.29742215275765
,,,,,,,38813,,,,,,,,,46.25834510803222,,,,,,,6.741460088960594e-05,,,,392,,,,,3.9433679032325744,-34.197846514483295
,,,,,,,39704,,,,,,,,,45.562826042175296,,,,,,,6.461612356361002e-05,,,,401,,,,,3.935344166755676,-35.78407277555928
,,,,,,,40595,,,,,,,,,45.05444591522217,,,,,,,6.554217954544583e-05,,,,410,,,,,3.937794015407562,-34.25516191373269
,,,,,,,41486,,,,,,,,,45.112187995910645,,,,,,,6.429585413570748e-05,,,,419,,,,,3.9485326480865477,-35.52796765077445
,,,,,,,42377,,,,,,,,,44.98939350128174,,,,,,,6.316163984593004e-05,,,,428,,,,,3.9538299441337585,-35.57847897923655
,,,,,,,43268,,,,,,,,,44.77423137664795,,,,,,,6.15291341455304e-05,,,,437,,,,,3.956961228847504,-35.31263961883054
,,,,,,,44159,,,,,,,,,44.64684566497803,,,,,,,6.352530490403297e-05,,,,446,,,,,3.949568738937378,-33.8435946120984
,,,,,,,45050,,,,,,,,,44.23724426269531,,,,,,,6.0940007242606955e-05,,,,455,,,,,3.9593953680992127,-34.90826482698321
-35.216972,-35.368668,-1.2539406,-0.008196474,-20.472391,-0.20894666,-20.628576,45941,-0.35324728,-35.36866863022247,-0.10614378,-35.2169688421819,-0.10650099,99,-0.10223211,-0.21041836,44.22848213195801,-0.20628574,-0.3547341,-0.015538026,-0.012539407,-0.8196474,-0.35368666,6.456597842770862e-05,-0.20472392,-0.3521697,108,464,-0.10251127,-10.650099,-0.011281386,-10.614378,3.977920672893524,-34.92322950851586
,,,,,,,46832,,,,,,,,,44.28984180450439,,,,,,,7.16554106111289e-05,,,,473,,,,,3.965649998188019,-34.28992736977008
,,,,,,,47723,,,,,,,,,43.46488098144531,,,,,,,6.606693408684805e-05,,,,482,,,,,4.000371150970459,-34.43391604133778
,,,,,,,48614,,,,,,,,,43.76373767852783,,,,,,,6.323279601929244e-05,,,,491,,,,,4.002934949398041,-35.244700215094625
,,,,,,,49505,,,,,,,,,43.66349765777588,,,,,,,6.380877246556338e-05,,,,500,,,,,4.011055648326874,-34.35410952915748
,,,,,,,50396,,,,,,,,,43.32835647583008,,,,,,,6.1865780116932e-05,,,,509,,,,,4.014053690433502,-34.81347994531194
,,,,,,,51287,,,,,,,,,43.27287746429443,,,,,,,6.242804862267803e-05,,,,518,,,,,4.029726693630218,-35.83174410420987
,,,,,,,52178,,,,,,,,,43.65497802734375,,,,,,,6.446294060879155e-05,,,,527,,,,,4.032826306819916,-36.086314886394476
,,,,,,,53069,,,,,,,,,42.68882858276367,,,,,,,6.553390834596939e-05,,,,536,,,,,4.039740464687347,-33.85965671829051
,,,,,,,53960,,,,,,,,,43.00898212432861,,,,,,,6.035997983417474e-05,,,,545,,,,,4.0264227795600895,-35.65550649091602
-36.169334,-35.46288,-1.5236413,-0.035460968,-20.70006,-0.21120337,-20.638968,54851,-0.36282074,-35.46287871905499,-0.10696118,-36.1693353537884,-0.11329263,117,-0.102861896,-0.21065699,42.93107158660889,-0.20638967,-0.3556503,-0.018160744,-0.015236416,-3.5460968,-0.35462877,5.9910591044172176e-05,-0.2070006,-0.36169335,126,554,-0.1093767,-11.329264,-0.038688462,-10.696118,4.044149763584137,-35.530691691984735
,,,,,,,55742,,,,,,,,,42.41608737945557,,,,,,,6.231721461517736e-05,,,,563,,,,,4.058588314056396,-34.77996792553199
,,,,,,,56633,,,,,,,,,42.92708602905273,,,,,,,6.721395988279255e-05,,,,572,,,,,4.033029987812042,-36.1298736019267
,,,,,,,57524,,,,,,,,,42.42031604766846,,,,,,,6.763878100173315e-05,,,,581,,,,,4.066557874679566,-35.51133809164167
,,,,,,,58415,,,,,,,,,42.46477565765381,,,,,,,7.074920940794983e-05,,,,590,,,,,4.067304739952087,-34.63469579882093
,,,,,,,59306,,,,,,,,,42.652297286987306,,,,,,,7.176021405030042e-05,,,,599,,,,,4.067664580345154,-34.96561457721723
,,,,,,,60197,,,,,,,,,42.331028366088866,,,,,,,6.639299008384114e-05,,,,608,,,,,4.078539924621582,-33.93347434831989
,,,,,,,61088,,,,,,,,,41.94083797454834,,,,,,,6.598713764105924e-05,,,,617,,,,,4.065099589824676,-34.966087335927625
,,,,,,,61979,,,,,,,,,41.638291664123535,,,,,,,6.556298245413928e-05,,,,626,,,,,4.0643208360672,-35.52919081681304
,,,,,,,62870,,,,,,,,,41.75194374084472,,,,,,,6.871915808005724e-05,,,,635,,,,,4.078176681995392,-35.242644005931076
-34.70836,-34.905136,0.0730843,0.006364194,-20.538204,-0.20948103,-20.495705,63761,-0.34752166,-34.905132187406224,-0.103102855,-34.70835549078054,-0.100625105,135,-0.09932002,-0.20926154,41.639140396118165,-0.20495705,-0.35043386,-0.0032270823,0.000730843,0.6364196,-0.3490513,6.896433682413771e-05,-0.20538205,-0.34708354,144,644,-0.09614441,-10.06251,0.0051100384,-10.310286,4.079800543785095,-34.71577087673876
,,,,,,,64652,,,,,,,,,41.56972045898438,,,,,,,7.102772979123983e-05,,,,653,,,,,4.109322364330292,-35.30777282143632
,,,,,,,65543,,,,,,,,,41.43028396606445,,,,,,,6.498807459138334e-05,,,,662,,,,,4.112684900760651,-36.01086961759461
,,,,,,,66434,,,,,,,,,41.033693656921386,,,,,,,6.577412481419743e-05,,,,671,,,,,4.101174907684326,-35.08265814441773
,,,,,,,67325,,,,,,,,,41.77153491973877,,,,,,,7.253788877278566e-05,,,,680,,,,,4.15604073047638,-35.04284680469168
,,,,,,,68216,,,,,,,,,41.542420387268066,,,,,,,6.385109685652423e-05,,,,689,,,,,4.146363174915313,-34.5155699291163
,,,,,,,69107,,,,,,,,,41.20545188903809,,,,,,,6.218862974492367e-05,,,,698,,,,,4.15429676771164,-34.17584731918242
,,,,,,,69998,,,,,,,,,44.01622417449951,,,,,,,7.413736511807656e-05,,,,707,,,,,4.168161792755127,-35.73157807919714
,,,,,,,70889,,,,,,,,,40.53172794342041,,,,,,,6.546493677888066e-05,,,,716,,,,,4.1387183022499086,-35.02965799296896
,,,,,,,71780,,,,,,,,,40.50075778961182,,,,,,,6.335861326078884e-05,,,,725,,,,,4.152162282466889,-34.99992165284024
-35.249943,-34.74946,0.51875424,-0.00914049,-20.60685,-0.21037315,-20.616974,72671,-0.35507545,-34.74945672684245,-0.100090876,-35.249944409314125,-0.10521727,153,-0.09724171,-0.21022797,40.693739585876465,-0.20616974,-0.34951526,-0.00059733086,0.0051875426,-0.9140494,-0.34749457,6.474137870100095e-05,-0.20606849,-0.35249946,162,734,-0.102627665,-10.521728,-0.016515097,-10.009089,4.156188983917236,-36.102274889002246
,,,,,,,73562,,,,,,,,,40.390617485046384,,,,,,,6.475710946688196e-05,,,,743,,,,,4.168493847846985,-34.95948107880022
,,,,,,,74453,,,,,,,,,40.83162654876709,,,,,,,6.618528099352262e-05,,,,752,,,,,4.175892267227173,-35.034274019300945
,,,,,,,75344,,,,,,,,,41.01453186035156,,,,,,,6.490706356998999e-05,,,,761,,,,,4.1926168656349185,-35.324793842269315
,,,,,,,76235,,,,,,,,,40.49249523162842,,,,,,,6.357849968480878e-05,,,,770,,,,,4.213525433540344,-35.01947530574268
,,,,,,,77126,,,,,,,,,40.94627540588379,,,,,,,6.164397091197315e-05,,,,779,,,,,4.2054534435272215,-35.00680156913069
,,,,,,,78017,,,,,,,,,40.27880039215088,,,,,,,6.116022301284829e-05,,,,788,,,,,4.22256447315216,-35.199586598823466
,,,,,,,78908,,,,,,,,,40.49232707977295,,,,,,,5.8287291940359866e-05,,,,797,,,,,4.233020925521851,-34.169543053706484
,,,,,,,79799,,,,,,,,,40.6305200958252,,,,,,,5.875593713426497e-05,,,,806,,,,,4.248322348594666,-35.548178207460374
,,,,,,,80690,,,,,,,,,41.06848770141602,,,,,,,6.110747537604766e-05,,,,815,,,,,4.250817909240722,-34.24694217468302
-35.450684,-34.501934,1.2273651,-0.014887362,-20.543772,-0.20964034,-20.730139,81581,-0.35556132,-34.50193417055739,-0.09625767,-35.4506857762734,-0.1079816,171,-0.09151998,-0.21150503,40.09095935821533,-0.2073014,-0.34532604,0.011395661,0.012273651,-1.4887364,-0.34501934,5.8338758062745913e-05,-0.20543772,-0.35450688,180,824,-0.10399291,-10.798161,-0.017906124,-9.625767,4.259619960784912,-34.39965905199449
,,,,,,,82472,,,,,,,,,40.182791481018064,,,,,,,6.494445970020024e-05,,,,833,,,,,4.270871677398682,-35.609544913139615
,,,,,,,83363,,,,,,,,,40.23110565185547,,,,,,,6.164414404338458e-05,,,,842,,,,,4.281792821884156,-36.15617251098157
,,,,,,,84254,,,,,,,,,40.25688228607178,,,,,,,6.335082154691918e-05,,,,851,,,,,4.281047406196595,-33.860113497078416
,,,,,,,85145,,,,,,,,,39.90359172821045,,,,,,,6.312635352514917e-05,,,,860,,,,,4.29253879070282,-35.151934857335355
,,,,,,,86036,,,,,,,,,39.92608268737793,,,,,,,6.392779450834496e-05,,,,869,,,,,4.294768300056457,-35.97471367956863
,,,,,,,86927,,,,,,,,,39.97478771209717,,,,,,,6.071551615605131e-05,,,,878,,,,,4.306679410934448,-34.965397068609796
,,,,,,,87818,,,,,,,,,40.16581687927246,,,,,,,6.284018501901301e-05,,,,887,,,,,4.345460543632507,-35.86707382318046
,,,,,,,88709,,,,,,,,,39.96416744232178,,,,,,,6.076721372664906e-05,,,,896,,,,,4.339701290130615,-34.707794377621674
,,,,,,,89600,,,,,,,,,40.142757453918456,,,,,,,6.14233096348471e-05,,,,905,,,,,4.362678031921387,-35.11327198338178
