train_info_avarage_neg_fixation_dist,eval_info_avarage_normalized_performance,eval_info_final_neg_group_dist,train_info_final_neg_group_dist,eval_info_final_normalized_performance,train_info_avarage_normalized_performance,num_episodes,train_test_episodes,eval_info_avarage_neg_fixation_dist,train_info_avarage_performance,eval_info_sum_neg_fixation_dist,train_test_rewards,train_info_final_performance,train_rewards,train_info_final_normalized_performance,observation_loss,kl_loss,train_info_sum_normalized_performance,train_info_final_neg_fixation_dist,eval_test_episodes,reward_loss,eval_info_sum_normalized_performance,eval_info_sum_performance,eval_info_avarage_neg_group_dist,num_steps,train_info_sum_neg_fixation_dist,eval_info_final_performance,train_info_sum_performance,eval_info_sum_neg_group_dist,eval_test_rewards,eval_info_avarage_performance,train_info_avarage_neg_group_dist,eval_info_final_neg_fixation_dist,train_info_sum_neg_group_dist
-0.20929812,-0.6977495,-0.21392271,-0.23677792,-0.7324697,-0.8640639,14,9,-0.1906955,-0.48931688,-19.06955,-48.93168706623251,-0.50049734,-49.53897824264388,-0.90665615,2317.2644860839846,3.0,-86.4064,-0.21976617,18,0.008144103782251477,-69.77495,-44.565933,-0.21682476,1391,-20.929811,-0.45477337,-48.931686,-21.682472,-44.56593294217925,-0.4456593,-0.23815913,-0.2007089,-23.815912
,,,,,,23,,,,,,,-30.858176682118522,,911.5710595703125,7.9156909394264225,,,,0.008639664395013824,,,,2282,,,,,,,,,
,,,,,,32,,,,,,,-26.483990126475533,,440.6899090576172,8.076141529083252,,,,0.0008377346090856008,,,,3173,,,,,,,,,
,,,,,,41,,,,,,,-31.636181168055582,,311.390537109375,6.810148949623108,,,,0.0003792404585692566,,,,4064,,,,,,,,,
,,,,,,50,,,,,,,-34.17577046772302,,278.99086654663085,6.983935470581055,,,,0.0008529858158726711,,,,4955,,,,,,,,,
,,,,,,59,,,,,,,-31.93527366278574,,239.4665983581543,7.295059123039246,,,,0.0005054577226110269,,,,5846,,,,,,,,,
,,,,,,68,,,,,,,-30.146518626729264,,212.23928466796875,7.235819921493531,,,,0.00034591648960486055,,,,6737,,,,,,,,,
,,,,,,77,,,,,,,-30.452129573454492,,212.20410430908203,7.22578305721283,,,,0.0002875136538932566,,,,7628,,,,,,,,,
,,,,,,86,,,,,,,-32.07588179290081,,188.71363479614257,7.276347556114197,,,,0.00023411123853293248,,,,8519,,,,,,,,,
,,,,,,95,,,,,,,-25.724245053745594,,188.5498567199707,7.17184003829956,,,,0.0002096511665149592,,,,9410,,,,,,,,,
-0.0024227768,-0.012920304,-0.2611183,-0.2600382,-0.013289919,-0.0062780855,104,27,-0.003353532,-0.26414806,-0.33535317,-26.41480455596941,-0.26412576,-26.273399209412233,-0.006193185,174.77902450561524,7.143462400436402,-0.6278085,-0.0034063058,36,0.00018436400045175106,-1.2920306,-26.589165,-0.26186737,10301,-0.2422777,-0.26598868,-26.414804,-26.18674,-26.58916285434065,-0.2658916,-0.26124072,-0.004058633,-26.124075
,,,,,,113,,,,,,,-28.662560283449277,,158.06888427734376,7.067223463058472,,,,0.0001305906070047058,,,,11192,,,,,,,,,
,,,,,,122,,,,,,,-29.65242251582238,,154.60171264648437,7.057238926887512,,,,0.00014727300593222025,,,,12083,,,,,,,,,
,,,,,,131,,,,,,,-27.309750124310252,,143.12555648803712,7.208171110153199,,,,0.0001507563516497612,,,,12974,,,,,,,,,
,,,,,,140,,,,,,,-28.332833657144036,,131.58884384155274,7.108096046447754,,,,0.00010774224072520156,,,,13865,,,,,,,,,
,,,,,,149,,,,,,,-24.199117931740368,,130.8719165802002,7.19292799949646,,,,0.00014546096841513645,,,,14756,,,,,,,,,
,,,,,,158,,,,,,,-27.917734434554873,,132.54732238769532,7.192299585342408,,,,0.00012167046428658068,,,,15647,,,,,,,,,
,,,,,,167,,,,,,,-30.95642781405222,,134.88785835266114,7.329358329772949,,,,0.00018059858884953429,,,,16538,,,,,,,,,
,,,,,,176,,,,,,,-30.837560840466544,,134.7119448852539,7.554732689857483,,,,0.0001579964421398472,,,,17429,,,,,,,,,
,,,,,,185,,,,,,,-27.093640632698467,,135.66171089172363,7.641678237915039,,,,0.00013446797245705966,,,,18320,,,,,,,,,
-0.018844327,-0.33147913,-0.25065958,-0.24001397,-0.45875767,-0.043791585,194,45,-0.07970045,-0.27399534,-7.9700446,-27.399534047368935,-0.28674424,-29.24032975101014,-0.09235872,127.54281288146973,7.668188734054565,-4.379158,-0.038941875,54,0.00010623720139847137,-33.147907,-34.951336,-0.25387278,19211,-1.8844324,-0.38292396,-27.399534,-25.387281,-34.951332885890956,-0.34951335,-0.25138217,-0.11022032,-25.138218
,,,,,,203,,,,,,,-26.24749622076483,,127.98209259033203,7.585638175010681,,,,0.00012052696205500978,,,,20102,,,,,,,,,
,,,,,,212,,,,,,,-28.519650697563904,,115.1190488433838,7.450475978851318,,,,9.02330099415849e-05,,,,20993,,,,,,,,,
,,,,,,221,,,,,,,-26.250004768371582,,113.3216187286377,7.366063327789306,,,,9.603186157619348e-05,,,,21884,,,,,,,,,
,,,,,,230,,,,,,,-27.764955820566197,,106.73514999389648,7.278798704147339,,,,7.749137475911993e-05,,,,22775,,,,,,,,,
,,,,,,239,,,,,,,-26.250004768371582,,105.73769966125488,7.148898658752441,,,,8.135443415085319e-05,,,,23666,,,,,,,,,
,,,,,,248,,,,,,,-26.26826361127508,,100.11353218078614,6.905006055831909,,,,6.811443698097719e-05,,,,24557,,,,,,,,,
,,,,,,257,,,,,,,-27.059398560596236,,102.09869293212891,6.956370906829834,,,,7.032571083982475e-05,,,,25448,,,,,,,,,
,,,,,,266,,,,,,,-26.250004768371582,,97.3422770690918,6.903938903808593,,,,5.5391059795510955e-05,,,,26339,,,,,,,,,
,,,,,,275,,,,,,,-26.25065606481318,,93.83134857177734,6.76820659160614,,,,5.552823200559942e-05,,,,27230,,,,,,,,,
0.0,-0.029463213,-0.24655016,-0.26250005,-0.033640366,0.0,284,63,-0.0180094,-0.26250005,-1.80094,-26.250004768371582,-0.26250005,-26.23364430754834,0.0,92.27375785827637,6.8686581802368165,0.0,0.0,72,5.960421385680093e-05,-2.9463212,-27.023415,-0.24862286,28121,0.0,-0.27133065,-26.250008,-24.86229,-27.023414281068824,-0.27023414,-0.26250005,-0.020650405,-26.250008
,,,,,,293,,,,,,,-26.27318661707307,,90.80394828796386,6.764594159126282,,,,5.508011890924536e-05,,,,29012,,,,,,,,,
,,,,,,302,,,,,,,-26.298554303560575,,88.86734901428223,6.619823966026306,,,,5.1052367489319294e-05,,,,29903,,,,,,,,,
,,,,,,311,,,,,,,-26.249119491757465,,88.54229293823242,6.692269344329834,,,,5.089337835670449e-05,,,,30794,,,,,,,,,
,,,,,,320,,,,,,,-26.722378051930313,,85.57592140197754,6.556598901748657,,,,4.602889928719378e-05,,,,31685,,,,,,,,,
,,,,,,329,,,,,,,-26.250004768371582,,83.62324813842774,6.487217197418213,,,,5.011714041756932e-05,,,,32576,,,,,,,,,
,,,,,,338,,,,,,,-26.250004768371582,,82.23533798217774,6.491301212310791,,,,4.299181788155692e-05,,,,33467,,,,,,,,,
,,,,,,347,,,,,,,-27.540467670075387,,80.32633354187011,6.382661843299866,,,,4.258333052348462e-05,,,,34358,,,,,,,,,
,,,,,,356,,,,,,,-26.429711742147727,,79.6529347229004,6.376314172744751,,,,4.394343293824931e-05,,,,35249,,,,,,,,,
,,,,,,365,,,,,,,-28.042523954340464,,80.56073554992676,6.35437165260315,,,,4.312165243391064e-05,,,,36140,,,,,,,,,
-0.0013904463,0.00022875721,-0.26228973,-0.26174864,0.0002378728,-0.003537839,374,81,-9.771929e-05,-0.26342875,-0.00977193,-26.342873054339165,-0.26345882,-26.302908067971774,-0.0036524294,81.01319145202636,6.303916869163513,-0.3537839,-0.0014251517,90,4.304444102672278e-05,0.022875715,-26.244001,-0.26232275,37031,-0.13904464,-0.2624376,-26.342875,-26.232277,-26.243999890552526,-0.26244003,-0.2617602,-0.0001232278,-26.176022
,,,,,,383,,,,,,,-26.250004768371582,,78.23911640167236,6.25220814704895,,,,4.130317511226167e-05,,,,37922,,,,,,,,,
,,,,,,392,,,,,,,-28.085375812589746,,74.57572841644287,6.137922630310059,,,,3.707676798512694e-05,,,,38813,,,,,,,,,
,,,,,,401,,,,,,,-26.250004768371582,,79.27825714111329,6.173447322845459,,,,4.525020543951541e-05,,,,39704,,,,,,,,,
,,,,,,410,,,,,,,-26.250004768371582,,73.80538703918457,6.127985367774963,,,,3.9349269864032974e-05,,,,40595,,,,,,,,,
,,,,,,419,,,,,,,-28.99377581074384,,72.00628520965576,5.966692252159119,,,,3.783240406846744e-05,,,,41486,,,,,,,,,
,,,,,,428,,,,,,,-26.26966988811166,,73.95644344329834,6.084855351448059,,,,4.6596891716035314e-05,,,,42377,,,,,,,,,
,,,,,,437,,,,,,,-28.738590125625006,,71.42492832183838,6.04438015460968,,,,3.6279230498621474e-05,,,,43268,,,,,,,,,
,,,,,,446,,,,,,,-34.78440458195897,,72.63277114868164,6.143437118530273,,,,4.3481163229444066e-05,,,,44159,,,,,,,,,
,,,,,,455,,,,,,,-26.250004768371582,,82.9197843170166,6.349182167053223,,,,0.00010270382903399877,,,,45050,,,,,,,,,
-0.0029468902,-0.015297596,-0.24105737,-0.25212106,-0.047455497,-0.007129734,464,99,-0.007902632,-0.2643716,-0.7902632,-26.43716030504777,-0.26721433,-27.00296692480252,-0.017959164,73.33196174621582,6.136729965209961,-0.7129733,-0.0125777405,108,5.536697106435895e-05,-1.5297595,-26.651566,-0.2570325,45941,-0.29468906,-0.27495712,-26.43716,-25.70325,-26.651566732274915,-0.26651567,-0.26083532,-0.028249787,-26.083534
,,,,,,473,,,,,,,-25.762194944717663,,72.04887992858886,6.06506787776947,,,,5.024865857194527e-05,,,,46832,,,,,,,,,
,,,,,,482,,,,,,,-26.733196852592393,,72.9943653869629,6.182368230819702,,,,4.8688171827961926e-05,,,,47723,,,,,,,,,
,,,,,,491,,,,,,,-26.250004768371582,,73.97480709075927,6.203172798156738,,,,4.958827985319658e-05,,,,48614,,,,,,,,,
,,,,,,500,,,,,,,-26.250004768371582,,71.03147193908691,6.199046306610107,,,,4.520355683780508e-05,,,,49505,,,,,,,,,
,,,,,,509,,,,,,,-26.250004768371582,,70.44330986022949,6.2034207582473755,,,,4.4679246639134365e-05,,,,50396,,,,,,,,,
,,,,,,518,,,,,,,-26.361671801214268,,70.06893127441407,6.242603807449341,,,,4.528170968114864e-05,,,,51287,,,,,,,,,
,,,,,,527,,,,,,,-26.250004768371582,,71.56262390136719,6.276775403022766,,,,8.981041051811189e-05,,,,52178,,,,,,,,,
,,,,,,536,,,,,,,-29.797264405707082,,67.46278331756592,6.169943947792053,,,,4.057424437633017e-05,,,,53069,,,,,,,,,
,,,,,,545,,,,,,,-26.267394922038672,,73.19586944580078,6.371472454071045,,,,9.0133969370072e-05,,,,53960,,,,,,,,,
-0.00012965486,-0.015706815,-0.25416943,-0.26247647,-0.107344896,-0.00061042956,554,117,-0.004046211,-0.2626603,-0.40462112,-26.266028549337193,-0.26388872,-27.660300013415526,-0.0052900775,69.01230220794677,6.274125728607178,-0.061042964,-0.0011768494,126,5.307819438712613e-05,-1.5706815,-26.66231,-0.26176766,54851,-0.0129654845,-0.29067808,-26.266031,-26.176765,-26.662308694952586,-0.26662308,-0.26250473,-0.030423887,-26.250471
,,,,,,563,,,,,,,-26.2502177109114,,66.62439937591553,6.2284119510650635,,,,4.16399588175409e-05,,,,55742,,,,,,,,,
,,,,,,572,,,,,,,-26.736410469822083,,67.79971755981445,6.267232327461243,,,,4.5096501544321655e-05,,,,56633,,,,,,,,,
,,,,,,581,,,,,,,-26.250004768371582,,66.58278358459472,6.242808709144592,,,,4.577913114189869e-05,,,,57524,,,,,,,,,
,,,,,,590,,,,,,,-26.250004768371582,,64.36387813568115,6.213448824882508,,,,3.808821658822126e-05,,,,58415,,,,,,,,,
,,,,,,599,,,,,,,-26.24981388375285,,63.73645221710205,6.125503559112548,,,,3.78645207547379e-05,,,,59306,,,,,,,,,
,,,,,,608,,,,,,,-26.250004768371582,,63.891458129882814,6.179849472045898,,,,3.993193355199764e-05,,,,60197,,,,,,,,,
,,,,,,617,,,,,,,-26.250004768371582,,62.550042724609376,6.191766719818116,,,,3.4974188301930554e-05,,,,61088,,,,,,,,,
,,,,,,626,,,,,,,-26.250004768371582,,62.616042633056644,6.122596635818481,,,,4.062372187945584e-05,,,,61979,,,,,,,,,
,,,,,,635,,,,,,,-26.23310862722137,,61.71971576690674,6.104744606018066,,,,4.09421768199536e-05,,,,62870,,,,,,,,,
-0.0016925675,-0.005437974,-0.2622978,-0.26109576,-0.012737424,-0.006610953,644,135,-0.0012737707,-0.26423544,-0.12737708,-26.4235423201016,-0.267556,-26.250004768371582,-0.019260785,60.62814926147461,6.124295120239258,-0.66109526,-0.005383538,144,3.0214858925319276e-05,-0.54379743,-26.392752,-0.262399,63761,-0.16925675,-0.26584363,-26.423544,-26.239902,-26.39275160038637,-0.26392752,-0.26220435,-0.002954847,-26.220436
,,,,,,653,,,,,,,-26.250004768371582,,59.65237289428711,6.123407030105591,,,,3.129179693132755e-05,,,,64652,,,,,,,,,
,,,,,,662,,,,,,,-28.262471881679083,,60.247178077697754,6.1240824651718135,,,,3.530039982251765e-05,,,,65543,,,,,,,,,
,,,,,,671,,,,,,,-26.250004768371582,,61.748668060302734,6.162000379562378,,,,4.568131097585138e-05,,,,66434,,,,,,,,,
,,,,,,680,,,,,,,-26.200136427660937,,59.50765159606934,6.053473796844482,,,,3.583074179005052e-05,,,,67325,,,,,,,,,
,,,,,,689,,,,,,,-26.31641122974826,,59.2421879196167,6.053761878013611,,,,3.249112716730451e-05,,,,68216,,,,,,,,,
,,,,,,698,,,,,,,-26.250004768371582,,59.9280073928833,6.086899948120117,,,,3.214798312910716e-05,,,,69107,,,,,,,,,
,,,,,,707,,,,,,,-26.250004768371582,,58.712478713989256,6.026288709640503,,,,3.3377547570125895e-05,,,,69998,,,,,,,,,
,,,,,,716,,,,,,,-26.250004768371582,,57.779686737060544,6.0678641223907475,,,,2.8814479846914765e-05,,,,70889,,,,,,,,,
,,,,,,725,,,,,,,-26.250004768371582,,56.89125389099121,6.014072823524475,,,,2.839018755366851e-05,,,,71780,,,,,,,,,
-0.0059281928,-0.009167812,-0.26182768,-0.2559144,-0.01806555,-0.01104947,734,153,-0.0022481552,-0.26540053,-0.22481553,-26.54005336908934,-0.2703754,-26.61491402620854,-0.030001393,56.008754844665525,5.993217716217041,-1.1049471,-0.0120508475,162,2.706650533582433e-05,-0.9167813,-26.49066,-0.26220882,72671,-0.59281933,-0.26724228,-26.540054,-26.220882,-26.49065988678315,-0.2649066,-0.2582867,-0.0045121424,-25.82867
,,,,,,743,,,,,,,-26.282610867231337,,55.62811805725098,5.981912221908569,,,,2.7691543855326018e-05,,,,73562,,,,,,,,,
,,,,,,752,,,,,,,-26.250004768371582,,55.49792137145996,5.961359105110168,,,,2.8895781597384484e-05,,,,74453,,,,,,,,,
,,,,,,761,,,,,,,-26.250004768371582,,66.50795761108398,6.3244456911087035,,,,6.51254810145474e-05,,,,75344,,,,,,,,,
,,,,,,770,,,,,,,-26.250004768371582,,59.99252437591553,6.08112184047699,,,,5.4294560268317585e-05,,,,76235,,,,,,,,,
,,,,,,779,,,,,,,-26.337898747202264,,54.19814708709717,5.906753125190735,,,,2.5895865919665085e-05,,,,77126,,,,,,,,,
,,,,,,788,,,,,,,-26.250004768371582,,53.09799335479736,5.963637351989746,,,,2.37810986891418e-05,,,,78017,,,,,,,,,
,,,,,,797,,,,,,,-26.250004768371582,,53.57812187194824,5.94574836730957,,,,2.5594997614462044e-05,,,,78908,,,,,,,,,
,,,,,,806,,,,,,,-27.17778179697844,,52.967425117492674,5.8954017448425295,,,,2.3515980083175236e-05,,,,79799,,,,,,,,,
,,,,,,815,,,,,,,-26.250004768371582,,52.581574325561526,5.909377994537354,,,,2.1360725577324045e-05,,,,80690,,,,,,,,,
-0.00019947544,-0.003181742,-0.26163,-0.2623848,-0.009064444,-0.0007896069,824,171,-0.00088921614,-0.26270732,-0.088921614,-26.270731955116048,-0.26348546,-26.575123727764325,-0.0037539643,51.555287551879886,5.931788902282715,-0.078960694,-0.00091720675,180,2.1782135427201865e-05,-0.3181742,-26.333527,-0.26226822,81581,-0.019947544,-0.26487947,-26.270735,-26.22682,-26.33352551444246,-0.26333526,-0.26246795,-0.0027078828,-26.246796
,,,,,,833,,,,,,,-28.20970312600613,,49.757444190979,5.917989659309387,,,,2.011005268286681e-05,,,,82472,,,,,,,,,
,,,,,,842,,,,,,,-26.250004768371582,,50.72261753082275,5.881689219474793,,,,2.651711110047472e-05,,,,83363,,,,,,,,,
,,,,,,851,,,,,,,-25.945667380166967,,50.58983772277832,5.911700239181519,,,,2.2729196771251737e-05,,,,84254,,,,,,,,,
,,,,,,860,,,,,,,-26.250004768371582,,48.80817798614502,5.894384469985962,,,,2.0673768704000393e-05,,,,85145,,,,,,,,,
,,,,,,869,,,,,,,-26.250004768371582,,46.44538162231445,5.82823525428772,,,,1.5724934983154525e-05,,,,86036,,,,,,,,,
,,,,,,878,,,,,,,-26.475789680743684,,45.075196228027345,5.78348491191864,,,,1.6426969091298814e-05,,,,86927,,,,,,,,,
,,,,,,887,,,,,,,-26.250004768371582,,45.141382446289064,5.820441298484802,,,,1.536360538466397e-05,,,,87818,,,,,,,,,
,,,,,,896,,,,,,,-26.250004768371582,,44.777467269897464,5.7927929878234865,,,,1.7100382933676883e-05,,,,88709,,,,,,,,,
,,,,,,905,,,,,,,-26.250004768371582,,43.06989315032959,5.739727549552917,,,,1.5713249094915227e-05,,,,89600,,,,,,,,,
