num_episodes,train_info_avarage_normalized_performance,train_info_sum_neg_fixation_dist,eval_test_episodes,kl_loss,eval_info_sum_neg_group_dist,eval_info_avarage_neg_fixation_dist,train_test_episodes,eval_info_avarage_neg_group_dist,train_info_sum_neg_group_dist,train_info_sum_performance,reward_loss,eval_info_sum_normalized_performance,train_info_final_neg_group_dist,train_info_sum_normalized_performance,train_info_final_normalized_performance,num_steps,train_info_avarage_neg_fixation_dist,eval_info_final_performance,train_info_final_neg_fixation_dist,train_info_avarage_performance,eval_info_sum_performance,eval_info_final_neg_fixation_dist,eval_info_avarage_performance,train_rewards,train_info_final_performance,observation_loss,train_info_avarage_neg_group_dist,eval_info_sum_neg_fixation_dist,eval_info_avarage_normalized_performance,eval_test_rewards,eval_info_final_neg_group_dist,eval_info_final_normalized_performance,train_test_rewards
14,-0.004486546,-0.562493,18,3.000258321762085,-34.05576,-0.0182031,9,-0.34055758,-34.482033,-35.157024,0.008044175314716994,-3.5432353,-0.34451956,-0.44865465,-0.0071350494,1391,-0.0056249294,-0.362449,-0.006648091,-0.35157022,-36.240128,-0.020414978,-0.36240134,-35.42267216985669,-0.35249725,2083.597367553711,-0.34482035,-1.8203095,-0.035432357,-36.24013192849711,-0.33795103,-0.035568584,-35.157028522539086
23,,,,3.0279160356521606,,,,,,,0.0011321673874772386,,,,,2282,,,,,,,,-34.427517775642514,,683.6858476257324,,,,,,,
32,,,,3.0481744503974912,,,,,,,0.0014425515825132608,,,,,3173,,,,,,,,-45.61677805924168,,904.8452841186523,,,,,,,
41,,,,3.0298458433151243,,,,,,,0.0049760469770990315,,,,,4064,,,,,,,,-36.023441935542536,,837.1386734008789,,,,,,,
50,,,,3.2065672969818113,,,,,,,0.026594025723898084,,,,,4955,,,,,,,,-36.62195189210599,,1207.9355473327637,,,,,,,
59,,,,3.171026451587677,,,,,,,0.005172314749579528,,,,,5846,,,,,,,,-39.85480709078489,,1032.64478515625,,,,,,,
68,,,,3.289694490432739,,,,,,,0.00609552191781404,,,,,6737,,,,,,,,-41.48225381226525,,1135.8404568481446,,,,,,,
77,,,,4.268012914657593,,,,,,,0.010770357048459118,,,,,7628,,,,,,,,-41.96868688950549,,1130.742797088623,,,,,,,
86,,,,3.068712332248688,,,,,,,0.005541792413296207,,,,,8519,,,,,,,,-59.468564785209814,,1229.7987438964844,,,,,,,
95,,,,3.177806143760681,,,,,,,0.016750078927580035,,,,,9410,,,,,,,,-34.99999940395355,,1328.6490803527831,,,,,,,
104,-0.08802757,-2.555418,36,3.5254785943031313,-34.390305,-0.0338095,27,-0.343903,-35.01446,-38.080963,0.015087375017101294,-9.849834,-0.35000825,-8.802757,-0.09720268,10301,-0.025554182,-0.38862413,-0.028343907,-0.38080963,-38.44744,-0.03791832,-0.38447443,-37.293992021252045,-0.38402092,1273.0223649597167,-0.3501446,-3.38095,-0.09849835,-38.44744156997953,-0.34312212,-0.11035472,-38.08096426586653
113,,,,3.39724839925766,,,,,,,0.023507363740991424,,,,,11192,,,,,,,,-34.99999940395355,,1079.4695886230468,,,,,,,
122,,,,3.101202223300934,,,,,,,0.010907367938580137,,,,,12083,,,,,,,,-35.00000501010153,,901.2109899902343,,,,,,,
131,,,,3.1528717160224913,,,,,,,0.010551298718341968,,,,,12974,,,,,,,,-34.99999940395355,,900.3308179473877,,,,,,,
140,,,,3.025475254058838,,,,,,,0.0035768105020679286,,,,,13865,,,,,,,,-34.99999940395355,,725.497515335083,,,,,,,
149,,,,3.0975706124305726,,,,,,,0.011769915023342037,,,,,14756,,,,,,,,-34.99999940395355,,672.6407838439941,,,,,,,
158,,,,3.1937517857551576,,,,,,,0.013982511041249382,,,,,15647,,,,,,,,-34.99999940395355,,952.226729888916,,,,,,,
167,,,,3.217102198600769,,,,,,,0.009629003026653891,,,,,16538,,,,,,,,-40.42508481754386,,778.0835058212281,,,,,,,
176,,,,3.05716246843338,,,,,,,0.0032892042826824764,,,,,17429,,,,,,,,-34.99999940395355,,664.5567296600342,,,,,,,
185,,,,3.196196610927582,,,,,,,0.008828708267365072,,,,,18320,,,,,,,,-34.99999940395355,,636.9289115142823,,,,,,,
194,0.0,0.0,54,3.102890429496765,-34.99999,0.0,45,-0.34999993,-34.99999,-34.99999,0.00580210923596951,0.0,-0.35,0.0,0.0,19211,0.0,-0.35,0.0,-0.34999993,-34.99999,0.0,-0.34999993,-35.00264831792261,-0.35,670.4899172592163,-0.34999993,0.0,0.0,-34.99999940395355,-0.35,0.0,-34.99999940395355
203,,,,3.0839257884025573,,,,,,,0.0032918815230021893,,,,,20102,,,,,,,,-34.99999940395355,,584.021244430542,,,,,,,
212,,,,3.0213396167755127,,,,,,,0.004189750452873184,,,,,20993,,,,,,,,-35.11805519961446,,532.1783505630493,,,,,,,
221,,,,3.0393155574798585,,,,,,,0.008334918497028524,,,,,21884,,,,,,,,-35.179629229327986,,504.499405670166,,,,,,,
230,,,,3.0736086630821227,,,,,,,0.0024066179653891595,,,,,22775,,,,,,,,-34.99999940395355,,537.4135036087036,,,,,,,
239,,,,3.2611125993728636,,,,,,,0.006456573501957337,,,,,23666,,,,,,,,-52.52813529504171,,503.3589628601074,,,,,,,
248,,,,3.1898033452033996,,,,,,,0.004504075219162757,,,,,24557,,,,,,,,-34.99999940395355,,708.1588789749145,,,,,,,
257,,,,3.3175710344314577,,,,,,,0.006005561771328871,,,,,25448,,,,,,,,-34.999484617153676,,493.97222040176393,,,,,,,
266,,,,3.2222605419158934,,,,,,,0.005795146218833907,,,,,26339,,,,,,,,-34.99999940395355,,543.868085155487,,,,,,,
275,,,,3.479766550064087,,,,,,,0.006372098242306948,,,,,27230,,,,,,,,-34.99999940395355,,432.32953479766843,,,,,,,
284,0.0,0.0,72,3.2853995108604432,-34.99999,0.0,63,-0.34999993,-34.99999,-34.99999,0.004722635027130195,0.0,-0.35,0.0,0.0,28121,0.0,-0.35,0.0,-0.34999993,-34.99999,0.0,-0.34999993,-34.99999940395355,-0.35,452.30265045166016,-0.34999993,0.0,0.0,-34.99999940395355,-0.35,0.0,-34.99999940395355
293,,,,3.0951456689834593,,,,,,,0.005939374369579582,,,,,29012,,,,,,,,-34.99999940395355,,514.7585754966735,,,,,,,
302,,,,3.0176335191726684,,,,,,,0.004520408826315361,,,,,29903,,,,,,,,-34.99999940395355,,298.81894762039184,,,,,,,
311,,,,3.0537179255485536,,,,,,,0.0019285197976995506,,,,,30794,,,,,,,,-35.19771456380193,,420.5673907089233,,,,,,,
320,,,,3.0707662963867186,,,,,,,0.007662803343523592,,,,,31685,,,,,,,,-34.99999940395355,,466.3217625427246,,,,,,,
329,,,,3.0109958696365355,,,,,,,0.0031233143369850326,,,,,32576,,,,,,,,-55.262374654866356,,344.0280955505371,,,,,,,
338,,,,3.0488470578193665,,,,,,,0.0014460230068849,,,,,33467,,,,,,,,-34.99999940395355,,374.84478826522826,,,,,,,
347,,,,3.0129972958564757,,,,,,,0.005030234071065678,,,,,34358,,,,,,,,-34.99999940395355,,424.25218580245973,,,,,,,
356,,,,3.018867161273956,,,,,,,0.0026570854763886586,,,,,35249,,,,,,,,-34.99999940395355,,386.9605575942993,,,,,,,
365,,,,3.0431323719024657,,,,,,,0.007476831085069335,,,,,36140,,,,,,,,-34.99999940395355,,531.5657853889466,,,,,,,
374,0.0,0.0,90,3.0402055597305297,-34.99999,0.0,81,-0.34999993,-34.99999,-34.99999,0.0015529507237238072,0.0,-0.35,0.0,0.0,37031,0.0,-0.35,0.0,-0.34999993,-34.99999,0.0,-0.34999993,-34.99999940395355,-0.35,356.16240657806395,-0.34999993,0.0,0.0,-34.99999940395355,-0.35,0.0,-34.99999940395355
383,,,,3.1418163442611693,,,,,,,0.008412362531474855,,,,,37922,,,,,,,,-34.99999940395355,,408.6720787239075,,,,,,,
392,,,,3.1298084545135496,,,,,,,0.005741891458280861,,,,,38813,,,,,,,,-34.99999940395355,,446.7567776966095,,,,,,,
401,,,,3.34556875705719,,,,,,,0.004089303241616449,,,,,39704,,,,,,,,-34.99999940395355,,293.0309588813782,,,,,,,
410,,,,3.0769113373756407,,,,,,,0.004548607019943915,,,,,40595,,,,,,,,-34.99999940395355,,375.87834997177123,,,,,,,
419,,,,3.0074570536613465,,,,,,,0.007028012010402547,,,,,41486,,,,,,,,-34.99963878570189,,366.2404977989197,,,,,,,
428,,,,3.1131511306762696,,,,,,,0.005024928463324638,,,,,42377,,,,,,,,-34.99999940395355,,372.6512487983704,,,,,,,
437,,,,3.113470962047577,,,,,,,0.008931421178203749,,,,,43268,,,,,,,,-34.99999940395355,,372.13061254501343,,,,,,,
446,,,,3.160060646533966,,,,,,,0.004716593180191495,,,,,44159,,,,,,,,-34.99999940395355,,428.5403147697449,,,,,,,
455,,,,3.1988127970695497,,,,,,,0.0032229262775518917,,,,,45050,,,,,,,,-35.060903812983504,,367.6277425289154,,,,,,,
464,-0.053884126,-2.0205898,108,3.0713400769233705,-33.42259,-0.013001096,99,-0.33422586,-34.46123,-36.88594,0.0017564183819535372,0.049366873,-0.33091852,-5.3884125,-0.09994088,45941,-0.020205898,-0.3569957,-0.045050666,-0.36885938,-34.982716,-0.040798422,-0.3498272,-36.82567494000127,-0.3849793,293.7203702640534,-0.34461233,-1.3001096,0.0004936684,-34.982721006717284,-0.3080376,-0.019987779,-36.88594385758925
473,,,,3.1468256092071534,,,,,,,0.0023351489672057825,,,,,46832,,,,,,,,-36.279785973925314,,292.88897638320924,,,,,,,
482,,,,3.2563914179801943,,,,,,,0.003924200716374671,,,,,47723,,,,,,,,-35.01157892578825,,332.4185680770874,,,,,,,
491,,,,3.0711274695396424,,,,,,,0.0021214189484288683,,,,,48614,,,,,,,,-34.99999940395355,,319.5336769390106,,,,,,,
500,,,,3.0096690964698793,,,,,,,0.00993404809257612,,,,,49505,,,,,,,,-34.99999940395355,,318.8350398254395,,,,,,,
509,,,,3.0437992334365847,,,,,,,0.0048612071335212195,,,,,50396,,,,,,,,-34.99999940395355,,439.0940623569488,,,,,,,
518,,,,3.105902829170227,,,,,,,0.005123402556976622,,,,,51287,,,,,,,,-35.99746012425614,,312.88521738052367,,,,,,,
527,,,,3.07523521900177,,,,,,,0.005889087060258049,,,,,52178,,,,,,,,-35.211215288865866,,415.2338746070862,,,,,,,
536,,,,3.131118407249451,,,,,,,0.007811372229405435,,,,,53069,,,,,,,,-38.09939197088698,,285.47249762535097,,,,,,,
545,,,,3.0271582436561584,,,,,,,0.0025841494488374962,,,,,53960,,,,,,,,-35.664833447508926,,290.6051415157318,,,,,,,
554,-0.009014627,-0.40937695,126,3.032925634384155,-34.59407,-0.0075925244,117,-0.34594068,-34.824253,-35.315506,0.006735861421890732,-1.4433606,-0.34807408,-0.90146255,-0.011873311,54851,-0.004093769,-0.35602495,-0.005067965,-0.35315508,-35.505173,-0.009407903,-0.3550517,-35.17126962248531,-0.35415566,376.9975322151184,-0.34824255,-0.75925255,-0.014433605,-35.50517551576378,-0.34473547,-0.017214179,-35.31551131358308
563,,,,3.0387600088119506,,,,,,,0.006744975845018537,,,,,55742,,,,,,,,-36.23791729670739,,321.0995790863037,,,,,,,
572,,,,3.0501549458503723,,,,,,,0.0019025770041936597,,,,,56633,,,,,,,,-34.99999940395355,,218.52495726585389,,,,,,,
581,,,,3.047339198589325,,,,,,,0.0026958594321258287,,,,,57524,,,,,,,,-34.99999940395355,,323.1379358005524,,,,,,,
590,,,,3.1606916046142577,,,,,,,0.0034089535951210338,,,,,58415,,,,,,,,-34.99999940395355,,222.81883589744567,,,,,,,
599,,,,3.140969331264496,,,,,,,0.005162813903362773,,,,,59306,,,,,,,,-34.99999940395355,,291.4452496242523,,,,,,,
608,,,,3.0325670862197875,,,,,,,0.0015946068975792383,,,,,60197,,,,,,,,-34.99999940395355,,257.11506063461303,,,,,,,
617,,,,3.0250322151184084,,,,,,,0.0018862949698185095,,,,,61088,,,,,,,,-34.99999940395355,,226.13584499359132,,,,,,,
626,,,,3.0245132875442504,,,,,,,0.0005955441422051067,,,,,61979,,,,,,,,-36.30402856378547,,188.65806033134461,,,,,,,
635,,,,3.1207717180252077,,,,,,,0.0023691538468264637,,,,,62870,,,,,,,,-34.99999940395355,,281.4703893280029,,,,,,,
644,0.0,0.0,144,3.0783563351631162,-34.99999,0.0,135,-0.34999993,-34.99999,-34.99999,0.002031789670488706,0.0,-0.35,0.0,0.0,63761,0.0,-0.35,0.0,-0.34999993,-34.99999,0.0,-0.34999993,-34.99999940395355,-0.35,357.7071937656403,-0.34999993,0.0,0.0,-34.99999940395355,-0.35,0.0,-34.99999940395355
653,,,,3.044002585411072,,,,,,,0.0008248606436136896,,,,,64652,,,,,,,,-34.99999940395355,,184.7669693851471,,,,,,,
662,,,,3.188242437839508,,,,,,,0.002868132473549423,,,,,65543,,,,,,,,-34.99999940395355,,288.20740622520447,,,,,,,
671,,,,3.15560094833374,,,,,,,0.0011730542125640397,,,,,66434,,,,,,,,-34.99999940395355,,208.74304885864257,,,,,,,
680,,,,3.7664869141578676,,,,,,,0.0017075014108848042,,,,,67325,,,,,,,,-35.235337964642774,,345.6724279117584,,,,,,,
689,,,,3.102984383106232,,,,,,,0.003930180806730945,,,,,68216,,,,,,,,-44.769858179787924,,280.4356699180603,,,,,,,
698,,,,3.0623974084854124,,,,,,,0.0027651213964053054,,,,,69107,,,,,,,,-34.99875659081671,,301.1029009819031,,,,,,,
707,,,,3.2205218362808226,,,,,,,0.003172028341781896,,,,,69998,,,,,,,,-34.99148938898148,,318.37590169906616,,,,,,,
716,,,,3.1553509569168092,,,,,,,0.0035207303488502895,,,,,70889,,,,,,,,-35.04856544433687,,294.8798495578766,,,,,,,
725,,,,3.0058429718017576,,,,,,,0.00010445481187243644,,,,,71780,,,,,,,,-35.31441074751445,,96.247224817276,,,,,,,
734,-0.75906265,-23.805307,162,3.1403173065185546,-31.049662,-0.30853286,153,-0.31049663,-33.00082,-61.567192,0.004992928534101182,-94.49602,-0.31469128,-75.906265,-0.80264956,72671,-0.23805308,-0.7361416,-0.26353002,-0.61567193,-68.07361,-0.3598703,-0.68073606,-67.58936815145368,-0.6309273,215.2127731704712,-0.3300082,-30.853289,-0.94496024,-68.07360633949543,-0.3042972,-1.1032618,-61.56719198158348
743,,,,3.0784198904037474,,,,,,,0.0018083114646102948,,,,,73562,,,,,,,,-38.94702332111807,,244.09159795761107,,,,,,,
752,,,,3.0531845927238463,,,,,,,0.004623149092827674,,,,,74453,,,,,,,,-34.99932715296745,,246.92035614967347,,,,,,,
761,,,,3.090879716873169,,,,,,,0.0018718314886573494,,,,,75344,,,,,,,,-34.99999119838079,,218.71803894996643,,,,,,,
770,,,,3.0029668498039244,,,,,,,0.011148393181517502,,,,,76235,,,,,,,,-34.98687849873326,,345.60844427108765,,,,,,,
779,,,,3.042068963050842,,,,,,,0.006388976497464185,,,,,77126,,,,,,,,-34.99650195286541,,341.86950039863586,,,,,,,
788,,,,3.0579266929626465,,,,,,,0.0005677419697592257,,,,,78017,,,,,,,,-34.991212956394435,,172.451301651001,,,,,,,
797,,,,3.049572455883026,,,,,,,0.010464453396997798,,,,,78908,,,,,,,,-34.99999940395355,,295.8255516529083,,,,,,,
806,,,,3.026473524570465,,,,,,,0.0028192486675714347,,,,,79799,,,,,,,,-64.51496773819575,,247.81827863693238,,,,,,,
815,,,,3.0134172081947326,,,,,,,0.005475256844294094,,,,,80690,,,,,,,,-59.74091473684902,,285.33411997795105,,,,,,,
824,0.0,0.0,180,3.3788461327552795,-34.99999,0.0,171,-0.34999993,-34.99999,-34.99999,0.003352311887179127,0.0,-0.35,0.0,0.0,81581,0.0,-0.35,0.0,-0.34999993,-34.99999,0.0,-0.34999993,-34.99999940395355,-0.35,407.27098300933835,-0.34999993,0.0,0.0,-34.99999940395355,-0.35,0.0,-34.99999940395355
833,,,,3.1145435786247253,,,,,,,0.004486074070522221,,,,,82472,,,,,,,,-34.99999940395355,,253.22845984458922,,,,,,,
842,,,,3.1282996344566345,,,,,,,0.0025786659945564593,,,,,83363,,,,,,,,-34.99999940395355,,341.0297602272034,,,,,,,
851,,,,4.662877788543701,,,,,,,0.007418984546350344,,,,,84254,,,,,,,,-34.99999940395355,,346.04425930023194,,,,,,,
860,,,,3.5341159439086915,,,,,,,0.009723494359839293,,,,,85145,,,,,,,,-34.99999940395355,,220.43682084083557,,,,,,,
869,,,,3.145666799545288,,,,,,,0.003030286845282868,,,,,86036,,,,,,,,-40.886855514614204,,277.57482490539553,,,,,,,
878,,,,3.1100522828102113,,,,,,,0.0020358385697275593,,,,,86927,,,,,,,,-34.99870181068383,,258.71574575424194,,,,,,,
887,,,,3.0813681745529173,,,,,,,0.010763412360307357,,,,,87818,,,,,,,,-35.03194517061363,,302.71019134521487,,,,,,,
896,,,,3.0372919487953185,,,,,,,0.005736893332437454,,,,,88709,,,,,,,,-34.99999940395355,,216.66833764076233,,,,,,,
905,,,,3.002982702255249,,,,,,,0.006998618587322127,,,,,89600,,,,,,,,-35.006439643914604,,265.2048699378967,,,,,,,
